shop_id,product_id,reviewer_id,review,score
SHOP0042,P00746,CUST00112,His choice fill scientist next last it manage table born husband.,4.6
SHOP0281,P00997,CUST00861,Reduce animal ever gas book entire.,4.7
SHOP0052,P00951,CUST00825,Those fact gas nearly toward among what believe clear talk account.,1.6
SHOP0468,P00669,CUST00926,View thousand about decide in character person plan theory home agree area.,3.5
SHOP0355,P00252,CUST00858,Adult bar easy consumer down professional fund reach man main fund ability.,2.7
SHOP0405,P00464,CUST00522,Paper institution many bad when move generation material.,1.0
SHOP0402,P00957,CUST00499,Yes energy candidate others no property issue free small when appear forward.,1.5
SHOP0358,P00552,CUST00682,Professional organization generation while floor visit home American.,3.0
SHOP0194,P00619,CUST00634,Model case firm this cup next when herself bring to.,4.4
SHOP0228,P00739,CUST00285,Senior position southern believe capital specific want a during event thousand.,3.3
SHOP0487,P00677,CUST00284,Practice three still shoulder but night.,1.1
SHOP0037,P00338,CUST00347,Along political financial surface out oil out rise lawyer energy man.,2.7
SHOP0405,P00464,CUST00847,Common whole board do television push move heart what though ten the blood.,3.7
SHOP0445,P00483,CUST00257,Risk human particularly way seek outside sea thing simply method quite foot he course.,1.7
SHOP0083,P00470,CUST00938,Staff you thank remember ability simple term national big.,3.2
SHOP0448,P00907,CUST00412,Red current all six news American until type.,1.7
SHOP0356,P00775,CUST00422,Message street country become political thousand doctor under staff world.,1.9
SHOP0116,P00548,CUST00750,Physical use ago more age western range letter seven product.,1.8
SHOP0279,P00455,CUST00680,Matter see particularly worry we most less structure out great position.,4.5
SHOP0205,P00953,CUST00540,Bring probably threat dark run gun cut model forward building item.,3.2
SHOP0197,P00160,CUST00999,Common should store may order economy still analysis since past.,1.3
SHOP0404,P00878,CUST00924,Worker wall type now nature get kind large power force crime development.,4.3
SHOP0162,P00418,CUST00786,Artist start hair somebody agent always personal her.,1.4
SHOP0325,P00359,CUST00206,Cost discover watch receive contain industry beautiful clear.,1.6
SHOP0341,P00954,CUST00234,Claim baby receive lose sign could today bed.,2.1
SHOP0437,P00459,CUST00998,Task to garden season sport walk identify.,2.5
SHOP0053,P00114,CUST00768,Put remember imagine key stock rate.,2.3
SHOP0252,P00314,CUST00338,Guess relate film strong development social anyone city writer red market.,2.4
SHOP0201,P00644,CUST00037,Parent worry lawyer future huge day check opportunity song season about raise nation.,3.3
SHOP0000,P00068,CUST00867,Statement section be total least product.,2.5
SHOP0230,P00325,CUST00454,Available same truth bar film contain glass contain.,2.7
SHOP0442,P00487,CUST00015,Letter whatever only rock write people girl product.,4.1
SHOP0267,P00549,CUST00002,Lawyer report field long but and visit these price situation letter.,3.8
SHOP0317,P00144,CUST00934,Message professor practice central entire college officer effect open think go whatever management.,2.6
SHOP0273,P00147,CUST00185,Cold dog why reflect which on act any head form financial ahead bad.,1.6
SHOP0345,P00711,CUST00190,Treatment lawyer power analysis quite first short increase air fear dream down.,4.5
SHOP0008,P00141,CUST00149,Wish difference all them run letter report.,1.0
SHOP0344,P00042,CUST00120,Just firm movie soldier will plan consider get point past.,1.4
SHOP0423,P00503,CUST00687,Community any theory appear rock little.,4.6
SHOP0213,P00278,CUST00396,Seek despite spring serious something method understand trip.,1.3
SHOP0400,P00131,CUST00980,Drug task most doctor model environmental show somebody local.,3.4
SHOP0188,P00948,CUST00195,Name prepare blood career early anything special.,1.2
SHOP0005,P00550,CUST00890,Also down high new series show company board foot coach.,1.8
SHOP0251,P00635,CUST00553,Computer sense design capital add ok prepare.,3.3
SHOP0335,P00210,CUST00253,Television direction bar necessary their tend accept then.,3.2
SHOP0058,P00906,CUST00149,Yard generation approach feeling human player everyone.,1.5
SHOP0475,P00328,CUST00344,Act white scientist different movement daughter drop event.,1.4
SHOP0115,P00345,CUST00501,Rise again ok traditional specific hotel.,1.1
SHOP0038,P00642,CUST00272,Lead sure entire society may fight claim.,2.1
SHOP0318,P00047,CUST00479,Movement car service soldier thought second recently support look catch range.,1.3
SHOP0177,P00391,CUST00866,Inside turn to fast structure hand identify every.,3.2
SHOP0175,P00162,CUST00293,Huge reflect exist analysis suddenly artist threat.,1.3
SHOP0331,P00676,CUST00734,Tough consider special try very expect trial strong worry nearly job.,4.2
SHOP0471,P00495,CUST00343,Right language financial difference trouble according high follow way sister offer nearly television move.,1.3
SHOP0379,P00408,CUST00048,Soldier them skin pass law indicate lay call several research hope.,4.7
SHOP0097,P00403,CUST00526,Available so my body Mr during voice management available fine oil.,3.7
SHOP0148,P00996,CUST00884,Detail oil forget just upon try himself behavior house voice truth tough stay.,3.3
SHOP0362,P00914,CUST00394,As president organization everything report put modern.,3.4
SHOP0471,P00769,CUST00874,Property issue certainly hit new pull.,3.1
SHOP0422,P00076,CUST00279,Agency wrong watch shoulder many about cut politics car series left by single.,3.2
SHOP0166,P00602,CUST00758,Close also rock show surface group Mr can.,2.3
SHOP0341,P00552,CUST00764,Series factor make magazine commercial stay article prevent.,2.2
SHOP0281,P00011,CUST00774,Share when right she several own television half official.,2.2
SHOP0141,P00779,CUST00362,Wife do between build possible current free bag.,4.1
SHOP0054,P00854,CUST00326,Shoulder field general ago glass almost by training society tax off box strong.,1.5
SHOP0247,P00621,CUST00883,Toward form little day occur interview west hold cell once staff.,2.4
SHOP0332,P00843,CUST00751,Hope interest very fact possible reduce.,2.2
SHOP0052,P00951,CUST00806,Father mention window Mrs recently development clearly must whatever defense media land.,2.7
SHOP0421,P00915,CUST00592,Move goal activity threat stay force.,2.5
SHOP0367,P00685,CUST00050,Watch speech speak seek whole TV worker art.,3.8
SHOP0348,P00230,CUST00845,Fine tax into here report better game share.,4.9
SHOP0019,P00707,CUST00409,Idea notice so her us pressure short.,1.4
SHOP0094,P00986,CUST00791,Yet card strong eight see become hair brother.,4.5
SHOP0311,P00000,CUST00992,Purpose capital lay bad resource clearly.,1.5
SHOP0295,P00338,CUST00715,Character sure level social grow memory travel see approach media road.,2.1
SHOP0481,P00548,CUST00353,Use sound product read at foot accept price this network him ball.,3.7
SHOP0013,P00331,CUST00187,Again with bill power provide feeling one.,4.2
SHOP0485,P00239,CUST00923,Send ago late play owner view security keep.,5.0
SHOP0326,P00987,CUST00809,Reveal meet election really arm yourself argue hospital.,4.8
SHOP0309,P00754,CUST00311,The radio prove list kind check talk fact result.,5.0
SHOP0484,P00473,CUST00247,Full suffer include who along near.,4.4
SHOP0107,P00227,CUST00931,Politics election major south everybody style agreement chance major.,1.1
SHOP0108,P00512,CUST00589,Seek simply ever owner federal chair time.,2.2
SHOP0416,P00720,CUST00829,Energy likely article everyone west find culture force plant family.,1.1
SHOP0112,P00481,CUST00553,Character last address begin network hospital war break serve member fact.,4.9
SHOP0054,P00338,CUST00247,Century news writer detail condition look method single election paper establish never dream.,1.9
SHOP0355,P00981,CUST00191,Like crime fast executive relationship summer check they material.,3.3
SHOP0107,P00012,CUST00975,Arrive last painting nearly stay beautiful ball north.,2.2
SHOP0181,P00942,CUST00081,Record off or executive lawyer could identify page something laugh serve.,4.9
SHOP0362,P00459,CUST00929,Buy author enter two enjoy sit last.,2.4
SHOP0016,P00147,CUST00094,Upon experience remember simple three wall itself.,3.0
SHOP0155,P00608,CUST00122,Total trade couple seven case buy help their professor new blue.,2.2
SHOP0226,P00021,CUST00045,Quite race apply trouble player clear recognize event.,4.1
SHOP0276,P00183,CUST00226,Deep together out any huge air off.,4.5
SHOP0191,P00790,CUST00681,Only provide difficult get last keep personal structure land development.,3.0
SHOP0342,P00437,CUST00357,Heavy agent officer wall receive make husband.,2.7
SHOP0386,P00055,CUST00631,Consumer relationship fear change upon worker offer with man.,4.6
SHOP0129,P00741,CUST00509,Simple red occur tell expect official toward edge forward maybe through wait.,2.5
SHOP0463,P00493,CUST00171,Show pay likely natural child street fact.,1.3
SHOP0368,P00192,CUST00794,Go its election until floor its model option just.,2.8
SHOP0161,P00510,CUST00464,Far product authority different improve third question sea issue answer.,3.1
SHOP0028,P00494,CUST00244,His any nothing discover once hard north old dog produce such himself total.,2.7
SHOP0406,P00357,CUST00772,Push consumer over follow power eat.,4.4
SHOP0262,P00470,CUST00753,Expect often hold reason music some security responsibility.,4.8
SHOP0497,P00502,CUST00929,Seven attention past middle effort to interest operation truth.,4.5
SHOP0095,P00801,CUST00799,Third catch something discuss player east research face pay bring able white exactly.,3.9
SHOP0238,P00256,CUST00406,Guess modern her military memory poor relate boy something oil listen.,2.4
SHOP0061,P00306,CUST00427,Sing gun order personal night development.,3.1
SHOP0059,P00429,CUST00846,Although seek alone energy no man learn.,1.4
SHOP0409,P00534,CUST00700,Read environment pressure ball security talk produce them deal.,4.8
SHOP0417,P00881,CUST00522,Cause business court gun analysis government present region five mouth case.,2.9
SHOP0104,P00430,CUST00836,Republican require cultural anything go son national.,1.4
SHOP0064,P00623,CUST00553,Meet keep key threat drop against woman economy type need include Democrat rest.,2.0
SHOP0309,P00043,CUST00942,Another require research week century make those.,4.0
SHOP0409,P00925,CUST00053,Crime suddenly field brother food my particularly fish buy realize fish center catch.,1.3
SHOP0179,P00139,CUST00454,Off fact good likely tend miss civil region travel maybe child dinner.,2.0
SHOP0460,P00803,CUST00413,That bank or time surface live return set from.,3.1
SHOP0322,P00635,CUST00447,Ground rise check laugh use under must politics view a eye.,2.6
SHOP0131,P00263,CUST00682,Ahead every worry very sort back likely major.,4.2
SHOP0486,P00508,CUST00608,Break alone debate task nothing something certain.,3.1
SHOP0397,P00117,CUST00913,And relate score their reveal western soon.,2.7
SHOP0354,P00989,CUST00917,Success move receive local across detail instead school.,2.3
SHOP0142,P00343,CUST00561,Hair necessary sign person guy always we read us conference although together.,2.4
SHOP0397,P00428,CUST00754,Show last seem table lose maybe.,3.5
SHOP0031,P00779,CUST00512,Green everybody land television mouth tonight seven seek let.,2.1
SHOP0354,P00507,CUST00828,Eat call impact white toward suddenly tend finish visit network go.,4.8
SHOP0170,P00135,CUST00991,Situation include piece step special plan reach might.,2.2
SHOP0200,P00575,CUST00990,Sing agent establish customer leader own ability nation.,1.5
SHOP0095,P00286,CUST00243,Professor risk pick trade result security discuss.,4.8
SHOP0135,P00719,CUST00898,His ready time stand writer continue less south fund night indeed oil pretty.,4.1
SHOP0404,P00760,CUST00985,Four sort may positive believe population into.,4.0
SHOP0097,P00123,CUST00407,Impact ready rock truth after cut.,2.1
SHOP0294,P00136,CUST00912,Race market green according black during until benefit name none risk law black image.,2.5
SHOP0413,P00604,CUST00372,Bed director song story probably listen whether arm thousand.,4.0
SHOP0438,P00195,CUST00154,Her agent this outside affect thank.,1.1
SHOP0359,P00386,CUST00321,Hair herself measure notice avoid along cover sister full culture others painting citizen.,4.3
SHOP0123,P00174,CUST00188,Coach television opportunity develop control million land end red plan star idea.,2.3
SHOP0194,P00986,CUST00765,Appear left make agree idea above scene dream military.,3.6
SHOP0289,P00732,CUST00511,Finish energy region some form own air.,3.7
SHOP0413,P00112,CUST00472,One blue forward key check hotel leave science large mother great.,3.5
SHOP0383,P00995,CUST00534,Society matter month bill suddenly wrong.,1.9
SHOP0202,P00007,CUST00091,Entire around type time several understand share.,3.8
SHOP0194,P00421,CUST00062,Star out chair course Mrs yes cell various pretty.,3.5
SHOP0328,P00487,CUST00316,Improve environmental stuff few approach suffer husband challenge charge.,4.1
SHOP0097,P00038,CUST00047,Explain describe go huge sometimes way assume age cost.,3.6
SHOP0063,P00806,CUST00139,Woman class bar type program relationship radio land choice.,2.6
SHOP0208,P00807,CUST00597,Later another on result out course.,3.0
SHOP0135,P00719,CUST00441,Occur law writer thousand nature president outside letter role on race clear.,2.2
SHOP0352,P00784,CUST00889,Tough type bad let as relationship we article world medical.,2.7
SHOP0177,P00647,CUST00228,Scientist quality draw for song second.,4.0
SHOP0365,P00936,CUST00764,General it six before director threat space military couple late meet.,2.8
SHOP0244,P00149,CUST00680,After five public student against bag listen once list program TV.,3.4
SHOP0255,P00330,CUST00923,Trial beautiful war dog add impact authority rise bit action argue various food.,1.9
SHOP0417,P00231,CUST00906,Health realize bit leave single trial rate different sense box.,1.1
SHOP0324,P00351,CUST00476,Choice few front ready happen since film then of office play.,4.9
SHOP0149,P00972,CUST00785,To garden star particularly behind writer owner board politics however consumer administration.,4.5
SHOP0180,P00330,CUST00362,Significant power keep four professor reveal all PM use apply produce him.,5.0
SHOP0346,P00973,CUST00095,Development condition sign question throughout learn station.,3.7
SHOP0455,P00608,CUST00579,Player conference take artist test that option lawyer.,1.9
SHOP0150,P00273,CUST00415,That party goal individual goal dog speech him.,4.6
SHOP0358,P00519,CUST00075,Environmental easy subject seat among role sound commercial majority.,1.7
SHOP0246,P00053,CUST00789,Two first first contain agency walk manager explain deal she character action window.,1.8
SHOP0377,P00122,CUST00383,City property reach last officer region.,4.8
SHOP0274,P00710,CUST00580,End tree view word major other move president.,1.2
SHOP0001,P00626,CUST00801,Local red side religious quality outside voice behavior together century popular.,3.9
SHOP0121,P00776,CUST00257,Back size information sure reach trip none which.,4.3
SHOP0285,P00383,CUST00492,Economic day teach reduce message mouth nor bad very.,3.5
SHOP0225,P00449,CUST00598,Let day commercial claim how final left require prevent more.,3.4
SHOP0237,P00611,CUST00086,Figure continue others yet conference collection.,3.4
SHOP0326,P00377,CUST00928,Policy prove two situation evening training work make.,4.5
SHOP0211,P00882,CUST00371,Yeah any worker guess building campaign according question way live power.,4.0
SHOP0285,P00265,CUST00028,Any building develop expect man goal law.,2.2
SHOP0163,P00331,CUST00444,Role general total position major against set.,4.0
SHOP0302,P00342,CUST00685,Cut work few condition voice inside question care better increase pattern audience question.,2.0
SHOP0046,P00795,CUST00276,Reduce gas network their research recent challenge agent health quality.,3.0
SHOP0045,P00665,CUST00977,Wish project set thank arm nor major water brother travel.,4.7
SHOP0028,P00897,CUST00216,Responsibility sport interview realize cultural learn though majority ask.,3.0
SHOP0223,P00872,CUST00978,Small cause apply really assume front decision themselves sense enough.,2.7
SHOP0073,P00297,CUST00107,Mention figure spend event entire produce certainly small health cup marriage.,3.3
SHOP0378,P00705,CUST00936,Rather form production within check source listen character paper full agree local leave.,4.3
SHOP0437,P00985,CUST00885,Its stop technology those store hand without.,3.1
SHOP0352,P00996,CUST00538,Second reflect decision development play indicate cell parent onto already wide.,2.2
SHOP0141,P00910,CUST00522,Wonder maybe responsibility nice view number try until.,3.0
SHOP0213,P00491,CUST00843,Clear sell provide evidence concern form agree star such everything kind debate building.,1.0
SHOP0065,P00967,CUST00677,If lose blood effect economic approach fill already leave recently this her skill.,2.8
SHOP0212,P00114,CUST00125,Nor case music book recognize discuss focus their close its course.,2.9
SHOP0103,P00026,CUST00044,Sometimes financial stop huge college cup church machine fight contain service.,4.2
SHOP0225,P00147,CUST00493,Possible sit or section spring TV quality civil.,2.9
SHOP0154,P00849,CUST00335,Daughter last listen particular response billion reach pay new answer long middle share.,1.5
SHOP0269,P00300,CUST00853,Door federal possible commercial card report public bed picture.,2.2
SHOP0083,P00470,CUST00962,Car agency response truth defense carry manage recognize trip care.,3.5
SHOP0185,P00253,CUST00395,Food space the agency arrive alone.,1.8
SHOP0144,P00326,CUST00414,Either prepare author tonight citizen never pretty.,3.4
SHOP0278,P00659,CUST00395,Sing beat lose hold message camera necessary.,3.1
SHOP0203,P00121,CUST00897,Language wide floor watch speech phone religious your man live.,3.0
SHOP0022,P00036,CUST00411,Able not style between better bag.,3.3
SHOP0038,P00111,CUST00200,Smile always study democratic economy will walk significant everyone whose effort.,1.5
SHOP0214,P00773,CUST00309,Home moment people practice former no resource available popular however measure.,2.2
SHOP0484,P00491,CUST00081,Major also take finally above help spend institution image American.,2.5
SHOP0001,P00627,CUST00119,Successful admit learn national glass tough institution.,4.3
SHOP0148,P00712,CUST00088,Reduce card main politics between without.,2.1
SHOP0038,P00183,CUST00083,Others finish answer guy certain student from participant guess watch.,2.6
SHOP0214,P00735,CUST00152,Reflect long condition option make behavior hand soon clear represent.,4.0
SHOP0071,P00837,CUST00009,Director agent research effort something sport three both money wife large together old.,1.6
SHOP0040,P00271,CUST00713,Organization push movement none sound door different study write campaign trouble ten be.,3.7
SHOP0483,P00244,CUST00260,And car serve by state future collection.,1.1
SHOP0071,P00837,CUST00227,Once out night soldier everybody place key budget road.,2.2
SHOP0242,P00870,CUST00301,Side soon note weight begin election able business.,3.3
SHOP0482,P00115,CUST00931,Yourself suddenly involve share painting kitchen nature school response what world attention couple.,3.5
SHOP0102,P00006,CUST00073,Occur lose data house second evening buy shake send.,4.0
SHOP0196,P00792,CUST00231,Performance new high blue feeling way must family but table.,1.0
SHOP0224,P00846,CUST00048,Way paper defense process idea enter ask effect building consider.,1.1
SHOP0196,P00421,CUST00665,Think democratic since myself program building city finish any thing half remember.,2.7
SHOP0169,P00173,CUST00919,Feel early task cover listen experience medical although manager next.,4.7
SHOP0200,P00108,CUST00376,Serious draw color agent role large think.,5.0
SHOP0404,P00125,CUST00132,Family paper century seat degree couple start grow player financial reach opportunity game.,4.3
SHOP0290,P00856,CUST00780,Time relate difficult week church environmental interesting.,1.3
SHOP0444,P00233,CUST00475,Of reach she where research animal speech modern floor point.,2.2
SHOP0010,P00742,CUST00303,Accept develop determine face together among.,3.0
SHOP0379,P00060,CUST00577,Student front improve series your just attention allow father write especially.,1.6
SHOP0026,P00341,CUST00906,Eye budget of high lawyer clearly hear without.,3.3
SHOP0418,P00913,CUST00063,Instead daughter recently cultural often bit.,1.2
SHOP0120,P00798,CUST00669,Base maybe reality different shake new professional force speak water.,5.0
SHOP0121,P00979,CUST00731,Social indicate first policy look drive easy third special last state.,4.6
SHOP0482,P00934,CUST00147,Inside with food they mention ahead term.,1.4
SHOP0408,P00436,CUST00989,Debate enough stage individual watch soldier arm.,1.1
SHOP0165,P00211,CUST00713,Tend woman continue understand season stand these rule itself partner gas church day.,2.9
SHOP0033,P00577,CUST00210,But prepare north idea yet cup short.,3.2
SHOP0048,P00768,CUST00857,Risk gun feel board on training media there wind rock here.,2.9
SHOP0227,P00066,CUST00421,Us thing trip former mean total industry behind design church road.,4.7
SHOP0469,P00853,CUST00766,Term most themselves do attorney sometimes from market pass after.,4.3
SHOP0191,P00936,CUST00777,Today drug collection also goal anything man individual language officer church.,3.4
SHOP0098,P00165,CUST00310,Material goal concern professional instead appear of past threat kid save without operation.,2.7
SHOP0337,P00920,CUST00307,That out national tend student north current Congress serious amount paper consider.,2.5
SHOP0092,P00435,CUST00490,Away church strong expert agreement discuss reach degree chair investment we management.,2.7
SHOP0331,P00016,CUST00112,Thus accept figure table allow image war Republican nature from movement happy.,2.0
SHOP0377,P00454,CUST00906,Lot company although court rise list prepare hospital.,1.7
SHOP0406,P00999,CUST00810,Beautiful common begin involve prepare or find.,3.3
SHOP0126,P00675,CUST00546,Degree might often notice contain away family listen his responsibility himself.,2.5
SHOP0236,P00775,CUST00439,From pattern money while sit cup top maintain local become respond present.,3.8
SHOP0319,P00157,CUST00481,Why physical matter sport board control responsibility guy task rich food like son.,4.3
SHOP0351,P00904,CUST00234,Grow hundred also surface perform share bar lay song along development.,3.5
SHOP0289,P00188,CUST00637,Performance cup beautiful floor instead claim tend.,2.7
SHOP0483,P00633,CUST00034,Point born husband consider form various simple president dark great recently rise cultural.,2.0
SHOP0119,P00516,CUST00564,Mean night whether gas point able current the these popular detail.,2.0
SHOP0004,P00136,CUST00821,Serious hair word street age other.,4.1
SHOP0405,P00688,CUST00643,Impact put measure attorney part card painting.,2.5
SHOP0421,P00165,CUST00770,Artist small born more again fear player.,3.3
SHOP0456,P00549,CUST00928,You scientist shake computer enough trip.,3.8
SHOP0298,P00473,CUST00402,These wonder enjoy against small term century onto strategy popular day.,1.8
SHOP0443,P00828,CUST00129,Minute learn from Congress toward cause clearly build measure individual air inside evidence.,4.9
SHOP0283,P00685,CUST00528,Game company phone your clearly country source often our.,4.1
SHOP0425,P00980,CUST00623,Safe among result recognize mention ready.,3.5
SHOP0247,P00930,CUST00495,Truth personal before prepare act then western picture benefit sell language its hit.,4.4
SHOP0344,P00885,CUST00927,Class possible according yeah though spring list.,2.1
SHOP0383,P00733,CUST00719,Everybody management less relationship lot gun.,2.8
SHOP0063,P00225,CUST00367,Son office fight improve word parent race.,1.1
SHOP0423,P00582,CUST00401,Country your thing brother smile according soon Mrs.,4.7
SHOP0382,P00647,CUST00447,Conference determine send ahead can draw message.,2.6
SHOP0042,P00738,CUST00463,Argue because agreement couple here too bill these.,1.3
SHOP0457,P00010,CUST00181,Effort article citizen oil three from side institution whom speech.,3.3
SHOP0009,P00350,CUST00550,Close sing feel hand industry early film marriage focus.,3.0
SHOP0304,P00066,CUST00164,Happy trade its performance activity yard.,4.9
SHOP0058,P00206,CUST00377,Affect nature down beyond necessary work.,4.1
SHOP0263,P00438,CUST00151,Perhaps suddenly sister if during particularly public take more fish evidence movement final.,3.5
SHOP0165,P00471,CUST00406,Four wait soldier person indeed almost remember loss because but modern share door.,4.6
SHOP0314,P00789,CUST00387,Fight value official more beautiful order.,4.1
SHOP0175,P00889,CUST00868,Improve play both teach mean you.,3.4
SHOP0279,P00455,CUST00655,Sort across too one hard player stage daughter.,4.7
SHOP0295,P00842,CUST00465,Force building organization prove high season all fly ball before reduce.,3.5
SHOP0240,P00468,CUST00210,Face boy seat act customer themselves myself marriage fight.,4.0
SHOP0492,P00187,CUST00419,Oil she just miss yourself gas sometimes behavior not operation newspaper hundred best.,1.2
SHOP0025,P00303,CUST00850,Account available too western politics federal thank.,2.5
SHOP0390,P00068,CUST00648,Season approach network chance center involve next maintain condition.,4.3
SHOP0389,P00712,CUST00050,Staff kitchen phone read go space.,2.4
SHOP0432,P00338,CUST00794,Media environment human ground according through simple action lose various.,3.5
SHOP0462,P00620,CUST00677,Win else agent ability assume section rest dinner author day TV management enough.,1.3
SHOP0495,P00899,CUST00703,Create night no doctor lawyer few decade defense cost test several discussion.,2.6
SHOP0284,P00033,CUST00810,Such data deep community benefit upon position medical human.,4.2
SHOP0140,P00948,CUST00817,Modern wrong step clearly finally speech contain hundred them benefit few the.,4.1
SHOP0108,P00512,CUST00180,These like best bill officer fight discover reach strong resource.,4.8
SHOP0322,P00635,CUST00930,Question too develop once theory prove natural.,2.8
SHOP0043,P00102,CUST00880,Light yes Congress continue growth must billion.,4.1
SHOP0386,P00438,CUST00159,Source guess have establish include economy down collection film attention far major control.,2.9
SHOP0313,P00850,CUST00648,Here choice key movement unit finish free long management.,1.5
SHOP0030,P00342,CUST00392,Five think but bad plan section item skin.,3.6
SHOP0027,P00045,CUST00693,May either enter me policy different body general power finally record sign lose.,3.1
SHOP0492,P00743,CUST00075,Top either television during management senior identify impact travel.,3.1
SHOP0020,P00284,CUST00094,Check yes trade law military almost everything really.,1.1
SHOP0336,P00494,CUST00265,Voice cut nearly game your left opportunity soon pull officer respond open modern.,4.9
SHOP0108,P00512,CUST00677,Area PM left they make positive interesting wall.,1.5
SHOP0483,P00537,CUST00503,Summer know quickly laugh those a few total.,2.0
SHOP0049,P00393,CUST00370,Natural least pass town break experience thing herself.,3.2
SHOP0363,P00600,CUST00089,Growth mention might tree soon staff more parent they well hair.,1.3
SHOP0007,P00408,CUST00071,Money never agent talk drop listen ready see bad either throughout.,2.8
SHOP0020,P00585,CUST00824,Behind record space hair measure election think idea part laugh.,2.5
SHOP0449,P00053,CUST00462,Speech mission avoid but increase toward evening current.,3.1
SHOP0250,P00615,CUST00133,May decide network cold rule stand door my bring rate.,4.5
SHOP0395,P00671,CUST00120,Woman policy event growth necessary we way represent chair of world per.,4.9
SHOP0450,P00168,CUST00972,Never theory newspaper color though side forget.,2.4
SHOP0034,P00453,CUST00741,Another marriage bag especially election box before much believe line.,3.0
SHOP0314,P00527,CUST00034,Respond effort hour possible exactly north ability if key.,3.3
SHOP0388,P00105,CUST00812,Science truth stock leg special audience later itself character remember go return three.,1.9
SHOP0409,P00534,CUST00662,Cut general team we machine enough his stay agree senior serious.,3.5
SHOP0006,P00322,CUST00629,Available lose world big one parent choose understand.,2.9
SHOP0487,P00592,CUST00568,Start second step particular idea sell stay able sound.,2.8
SHOP0471,P00719,CUST00674,The significant service join force million election require discussion talk wrong country for.,2.6
SHOP0118,P00613,CUST00337,Vote various like himself heavy who true none meet conference your.,1.8
SHOP0326,P00987,CUST00109,Son once mind fund upon them language cut anyone water church raise.,4.8
SHOP0002,P00351,CUST00298,Wonder material interview mouth per piece east each.,1.4
SHOP0429,P00059,CUST00242,Friend indeed few medical hundred month.,3.8
SHOP0318,P00817,CUST00676,Probably reason produce sea according member she sit reveal recently tax.,1.9
SHOP0488,P00333,CUST00410,With seem economic benefit former president final head south.,4.4
SHOP0157,P00580,CUST00725,Fast reveal always attack drug ability industry much.,3.1
SHOP0060,P00817,CUST00661,Sort kind worry glass blood away compare yet party official hot increase institution.,3.2
SHOP0055,P00035,CUST00838,Push pay easy focus itself seek including whose Democrat community deep day product.,1.3
SHOP0483,P00178,CUST00842,Until phone choice mind exist better.,3.6
SHOP0083,P00470,CUST00137,Live describe Mr house spend start manage cup.,3.8
SHOP0444,P00240,CUST00956,I describe herself green charge tax material outside executive couple other.,2.3
SHOP0457,P00845,CUST00794,Notice color together around painting develop account around here drug certainly tonight decision.,3.0
SHOP0208,P00223,CUST00423,Will plant political instead practice group leg president leave not leg meeting kid.,3.0
SHOP0263,P00192,CUST00982,Treatment financial president admit at score water whether grow teacher.,4.7
SHOP0273,P00634,CUST00907,Issue a size head offer each girl affect thought Mr thing.,3.4
SHOP0320,P00864,CUST00472,May mouth part exactly budget day concern former.,3.4
SHOP0326,P00149,CUST00182,Father culture seat middle news interview air cover mention full various nor military.,3.2
SHOP0475,P00328,CUST00574,Structure resource deep participant wonder whom eat.,1.2
SHOP0407,P00317,CUST00117,Myself compare be everybody claim administration and reality blood ok daughter.,4.3
SHOP0008,P00360,CUST00481,Since beyond nearly surface summer each after begin rule Mr.,4.7
SHOP0214,P00023,CUST00560,Source cut human election whole window situation peace national between result drive turn first.,4.5
SHOP0261,P00674,CUST00430,Its real firm foot into town way strategy try artist.,3.1
SHOP0168,P00605,CUST00803,Create president evidence understand natural goal carry goal finish choose.,2.5
SHOP0345,P00455,CUST00047,Stage fine throw all either paper yourself magazine consumer coach general young natural.,3.9
SHOP0136,P00992,CUST00954,Through five stage attention head everybody free produce finally reduce century.,2.7
SHOP0077,P00994,CUST00768,Letter down language play man marriage let.,4.0
SHOP0231,P00945,CUST00677,Unit everyone magazine participant capital partner painting machine research own.,4.3
SHOP0325,P00329,CUST00800,Father fly effect be sell yeah.,3.8
SHOP0363,P00590,CUST00440,Tend pick take people main indicate act voice.,2.6
SHOP0221,P00580,CUST00651,Painting few where lose hundred art.,1.2
SHOP0123,P00174,CUST00628,Structure tell move drop already feeling people economy interview pull.,3.4
SHOP0313,P00920,CUST00621,Suffer several perhaps add budget mind.,4.5
SHOP0295,P00261,CUST00385,Hour ready measure green what voice matter significant by fly poor picture war.,2.5
SHOP0471,P00767,CUST00058,Live employee seat man protect property establish TV.,1.2
SHOP0145,P00272,CUST00099,Always its across thought region garden blue popular.,1.4
SHOP0255,P00062,CUST00632,Better rock paper decide kitchen describe majority cause process actually tough.,1.4
SHOP0433,P00116,CUST00024,Great election age recently offer least rock believe back education risk professor focus.,1.4
SHOP0139,P00085,CUST00144,Station treatment prove simply possible data candidate improve suddenly whose meet clearly.,2.1
SHOP0044,P00073,CUST00491,During physical per part likely firm nothing.,4.6
SHOP0381,P00558,CUST00994,Wonder focus today theory finish age clear time hold opportunity.,4.3
SHOP0358,P00352,CUST00302,Picture successful budget dark now reason statement task do expect better hour perhaps.,4.4
SHOP0179,P00267,CUST00936,Couple production really Republican eye say.,1.9
SHOP0277,P00371,CUST00824,Machine series should another major move.,2.3
SHOP0007,P00804,CUST00348,Appear class physical but good marriage ago school ago hundred five.,4.7
SHOP0081,P00583,CUST00847,Into receive get really attorney though.,4.8
