s_id,p_id,value,currency,stock,score
SHOP0372,P00846,440.52,EUR,133,0.8
SHOP0067,P00631,954.4,TRY,444,4.1
SHOP0000,P00068,540.08,USD,286,1.2
SHOP0444,P00233,186.25,TRY,286,1.9
SHOP0338,P00201,783.57,TRY,331,0.7
SHOP0435,P00277,842.05,USD,210,0.3
SHOP0049,P00944,204.83,EUR,116,1.8
SHOP0315,P00583,308.08,TRY,396,0.5
SHOP0082,P00272,479.05,EUR,56,0.2
SHOP0096,P00066,46.75,GBP,398,1.8
SHOP0329,P00256,304.6,GBP,313,3.8
SHOP0486,P00416,210.41,TRY,498,4.6
SHOP0338,P00355,316.93,GBP,194,3.4
SHOP0086,P00627,109.99,USD,44,4.4
SHOP0023,P00888,847.94,TRY,64,3.3
SHOP0353,P00412,332.16,USD,380,4.5
SHOP0466,P00994,109.82,USD,354,2.5
SHOP0256,P00967,518.98,TRY,43,3.4
SHOP0469,P00600,798.69,USD,219,3.6
SHOP0329,P00463,921.84,GBP,336,4.9
SHOP0230,P00933,120.28,TRY,407,1.6
SHOP0046,P00795,94.15,EUR,50,4.2
SHOP0086,P00189,394.23,TRY,324,1.3
SHOP0397,P00922,236.84,USD,18,4.3
SHOP0128,P00449,363.39,EUR,276,1.1
SHOP0157,P00846,83.36,TRY,312,2.5
SHOP0316,P00060,416.72,GBP,313,2.8
SHOP0362,P00805,712.17,EUR,273,1.8
SHOP0383,P00285,844.98,EUR,432,2.6
SHOP0111,P00071,366.17,USD,216,1.5
SHOP0250,P00359,223.46,GBP,360,1.3
SHOP0067,P00755,800.57,EUR,111,0.2
SHOP0097,P00744,950.78,USD,117,1.0
SHOP0095,P00286,495.97,USD,490,2.7
SHOP0024,P00153,72.93,EUR,94,4.3
SHOP0347,P00202,17.7,EUR,491,1.8
SHOP0108,P00327,176.62,TRY,377,4.1
SHOP0216,P00795,886.8,GBP,176,3.9
SHOP0000,P00876,19.62,EUR,12,2.4
SHOP0134,P00814,291.73,GBP,193,1.6
SHOP0014,P00548,405.03,EUR,371,3.1
SHOP0263,P00304,653.89,USD,72,2.0
SHOP0415,P00258,736.78,GBP,12,3.6
SHOP0331,P00143,655.7,TRY,480,0.8
SHOP0174,P00191,440.56,GBP,424,1.5
SHOP0404,P00125,96.4,TRY,452,4.5
SHOP0495,P00323,212.78,EUR,345,4.1
SHOP0057,P00086,748.64,GBP,111,1.3
SHOP0028,P00897,254.64,USD,107,2.3
SHOP0260,P00372,846.54,USD,40,4.2
SHOP0486,P00896,361.74,EUR,259,4.4
SHOP0013,P00902,874.04,EUR,416,2.4
SHOP0468,P00572,456.18,TRY,44,0.9
SHOP0274,P00344,217.76,TRY,368,1.3
SHOP0188,P00052,409.02,EUR,371,0.5
SHOP0325,P00359,384.57,USD,330,1.2
SHOP0394,P00281,278.66,GBP,18,0.5
SHOP0286,P00796,389.28,USD,1,3.7
SHOP0338,P00416,428.63,EUR,195,3.4
SHOP0273,P00335,128.71,USD,132,4.8
SHOP0343,P00003,733.37,USD,325,4.4
SHOP0047,P00610,465.8,TRY,334,2.3
SHOP0243,P00058,220.42,EUR,262,1.6
SHOP0383,P00869,838.98,GBP,486,4.2
SHOP0425,P00351,406.69,EUR,206,1.0
SHOP0408,P00615,683.02,USD,146,4.2
SHOP0377,P00122,710.17,EUR,287,0.9
SHOP0414,P00877,898.46,USD,290,0.4
SHOP0160,P00788,176.97,TRY,153,3.0
SHOP0325,P00030,816.73,GBP,339,2.5
SHOP0080,P00038,229.25,USD,386,0.9
SHOP0160,P00980,325.46,TRY,88,0.2
SHOP0226,P00649,142.67,USD,253,4.6
SHOP0202,P00941,629.71,USD,29,1.4
SHOP0459,P00545,58.95,TRY,206,3.3
SHOP0060,P00745,688.54,USD,472,2.6
SHOP0313,P00912,192.17,GBP,199,1.6
SHOP0146,P00712,926.34,USD,352,0.1
SHOP0154,P00276,264.2,GBP,204,1.4
SHOP0425,P00710,789.1,EUR,399,1.2
SHOP0009,P00884,849.12,TRY,500,2.7
SHOP0304,P00379,276.01,TRY,24,4.2
SHOP0015,P00750,662.86,TRY,210,2.0
SHOP0123,P00244,108.94,GBP,337,4.7
SHOP0405,P00412,951.3,GBP,85,0.6
SHOP0194,P00986,927.11,EUR,467,2.8
SHOP0322,P00910,835.44,TRY,94,4.6
SHOP0494,P00155,868.03,EUR,160,3.6
SHOP0062,P00339,38.15,EUR,425,0.3
SHOP0291,P00661,989.89,GBP,53,0.4
SHOP0407,P00390,726.68,GBP,254,4.1
SHOP0073,P00794,192.83,USD,223,2.3
SHOP0412,P00199,188.37,TRY,97,2.9
SHOP0492,P00027,222.68,USD,432,1.6
SHOP0221,P00290,55.63,EUR,282,1.9
SHOP0256,P00940,306.54,GBP,494,0.3
SHOP0388,P00528,916.26,EUR,297,5.0
SHOP0302,P00769,71.19,TRY,160,4.6
SHOP0042,P00102,538.19,TRY,197,2.5
SHOP0070,P00751,33.37,USD,474,1.3
SHOP0364,P00651,688.78,GBP,0,2.7
SHOP0014,P00767,208.86,USD,309,3.3
SHOP0280,P00545,642.63,USD,264,4.6
SHOP0089,P00139,955.54,EUR,256,4.2
SHOP0206,P00966,966.75,USD,282,3.8
SHOP0490,P00476,143.56,USD,137,0.3
SHOP0259,P00752,721.54,USD,130,1.0
SHOP0045,P00923,881.01,USD,264,1.5
SHOP0453,P00066,362.86,EUR,321,0.3
SHOP0000,P00106,545.98,USD,190,5.0
SHOP0319,P00788,98.12,TRY,156,3.5
SHOP0249,P00370,340.94,TRY,108,2.6
SHOP0413,P00510,738.34,TRY,24,4.5
SHOP0199,P00339,615.84,USD,477,1.9
SHOP0242,P00050,928.12,TRY,467,0.4
SHOP0413,P00704,195.47,EUR,255,4.2
SHOP0143,P00217,875.0,EUR,297,2.9
SHOP0414,P00012,613.62,USD,273,1.7
SHOP0226,P00021,833.82,EUR,83,1.0
SHOP0412,P00060,920.06,TRY,115,4.6
SHOP0019,P00834,235.85,TRY,377,2.3
SHOP0469,P00042,636.0,EUR,405,0.1
SHOP0148,P00514,317.85,GBP,289,2.6
SHOP0199,P00646,669.13,USD,265,4.7
SHOP0343,P00756,52.82,TRY,388,3.3
SHOP0262,P00787,881.81,EUR,144,3.2
SHOP0301,P00706,857.64,TRY,255,1.3
SHOP0342,P00233,703.96,GBP,73,1.5
SHOP0351,P00101,162.16,TRY,121,3.3
SHOP0205,P00876,891.91,USD,454,3.2
SHOP0485,P00128,989.11,USD,175,1.8
SHOP0475,P00939,81.14,EUR,453,1.4
SHOP0280,P00343,865.94,USD,201,2.0
SHOP0109,P00752,845.55,USD,76,3.9
SHOP0365,P00670,117.5,USD,183,2.9
SHOP0494,P00142,547.21,EUR,488,3.3
SHOP0002,P00576,308.21,EUR,329,1.1
SHOP0235,P00401,279.42,TRY,179,2.1
SHOP0283,P00503,602.97,EUR,282,2.9
SHOP0431,P00622,503.13,TRY,457,2.7
SHOP0235,P00246,966.68,GBP,58,0.0
SHOP0313,P00493,623.95,USD,113,0.6
SHOP0486,P00052,508.97,USD,20,1.2
SHOP0327,P00736,502.02,TRY,215,0.7
SHOP0441,P00735,507.69,USD,150,0.9
SHOP0463,P00920,59.76,TRY,93,4.9
SHOP0382,P00471,130.22,GBP,230,0.7
SHOP0405,P00559,609.81,USD,156,1.9
SHOP0092,P00838,87.77,GBP,357,3.7
SHOP0268,P00919,68.22,USD,185,2.2
SHOP0085,P00928,927.04,EUR,440,0.2
SHOP0347,P00651,512.54,GBP,408,4.1
SHOP0133,P00947,871.47,TRY,384,1.5
SHOP0482,P00356,908.24,GBP,207,1.0
SHOP0187,P00874,720.28,EUR,250,4.5
SHOP0028,P00712,997.72,EUR,460,1.4
SHOP0398,P00331,644.8,GBP,249,1.7
SHOP0245,P00918,49.7,GBP,203,1.8
SHOP0275,P00256,40.73,TRY,472,0.5
SHOP0084,P00321,612.44,USD,220,0.3
SHOP0431,P00575,476.45,EUR,19,1.4
SHOP0426,P00193,513.71,TRY,240,2.0
SHOP0203,P00146,14.37,TRY,382,1.8
SHOP0470,P00734,243.51,EUR,75,4.9
SHOP0311,P00620,895.44,USD,82,4.9
SHOP0281,P00672,597.3,EUR,263,3.2
SHOP0436,P00603,715.94,TRY,442,4.2
SHOP0441,P00212,841.78,GBP,117,2.9
SHOP0041,P00913,503.27,GBP,423,0.6
SHOP0165,P00614,594.26,USD,418,2.5
SHOP0228,P00464,226.08,TRY,40,4.3
SHOP0028,P00981,17.67,EUR,458,4.5
SHOP0059,P00465,887.95,USD,159,0.2
SHOP0266,P00294,460.05,GBP,220,2.0
SHOP0247,P00375,695.52,TRY,232,2.0
SHOP0026,P00786,929.12,EUR,191,0.6
SHOP0380,P00612,820.12,EUR,293,1.4
SHOP0144,P00199,122.36,TRY,309,3.7
SHOP0127,P00266,143.7,EUR,242,4.9
SHOP0238,P00770,972.5,USD,12,4.8
SHOP0300,P00897,958.47,GBP,279,4.2
SHOP0393,P00302,330.26,USD,402,4.7
SHOP0059,P00429,764.76,GBP,192,1.2
SHOP0063,P00375,51.67,TRY,60,2.4
SHOP0443,P00029,30.66,GBP,349,3.7
SHOP0180,P00330,343.0,GBP,478,1.8
SHOP0038,P00148,825.56,TRY,73,4.6
SHOP0170,P00762,932.81,GBP,284,4.0
SHOP0051,P00915,916.92,EUR,231,0.5
SHOP0218,P00508,294.59,GBP,31,0.7
SHOP0005,P00941,85.79,GBP,83,2.4
SHOP0008,P00224,866.33,GBP,484,3.8
SHOP0183,P00141,327.53,TRY,457,3.6
SHOP0181,P00936,154.94,USD,180,4.3
SHOP0105,P00710,891.94,EUR,447,1.0
SHOP0102,P00873,77.6,GBP,101,2.5
SHOP0347,P00565,772.6,USD,179,4.7
SHOP0244,P00149,568.61,EUR,241,5.0
SHOP0339,P00895,498.23,EUR,17,2.9
SHOP0049,P00045,531.09,EUR,62,3.3
SHOP0155,P00018,928.37,GBP,247,4.7
SHOP0036,P00715,105.83,USD,463,0.5
SHOP0083,P00333,453.28,GBP,402,2.7
SHOP0468,P00593,697.95,EUR,130,4.3
SHOP0198,P00063,229.13,GBP,212,5.0
SHOP0088,P00771,171.53,USD,104,2.7
SHOP0179,P00591,423.29,EUR,416,0.5
SHOP0435,P00400,573.55,TRY,258,3.7
SHOP0431,P00025,562.44,TRY,337,0.9
SHOP0152,P00555,662.66,USD,198,1.4
SHOP0043,P00932,272.7,GBP,28,0.3
SHOP0109,P00882,335.01,GBP,279,2.5
SHOP0270,P00230,235.1,TRY,249,0.2
SHOP0428,P00622,905.45,GBP,158,3.8
SHOP0101,P00948,540.84,USD,322,3.3
SHOP0062,P00743,672.82,USD,118,2.4
SHOP0268,P00285,844.24,GBP,90,4.4
SHOP0412,P00371,968.63,TRY,275,3.0
SHOP0357,P00105,515.99,EUR,288,3.7
SHOP0237,P00164,75.99,USD,326,1.5
SHOP0059,P00670,696.01,EUR,258,4.8
SHOP0133,P00587,226.38,GBP,190,3.1
SHOP0032,P00954,418.5,TRY,126,0.8
SHOP0401,P00347,458.8,TRY,296,3.4
SHOP0494,P00345,975.97,EUR,424,2.9
SHOP0364,P00765,103.19,USD,326,4.8
SHOP0291,P00882,190.97,GBP,260,2.0
SHOP0425,P00147,853.63,USD,175,4.7
SHOP0350,P00253,289.51,TRY,158,2.1
SHOP0305,P00894,750.83,TRY,50,4.0
SHOP0241,P00520,621.48,GBP,366,2.4
SHOP0154,P00997,441.43,USD,170,2.6
SHOP0011,P00571,263.92,EUR,375,2.1
SHOP0261,P00761,519.7,TRY,403,3.6
SHOP0043,P00102,335.19,USD,162,1.3
SHOP0111,P00259,239.47,USD,385,2.6
SHOP0084,P00644,984.49,GBP,114,4.3
SHOP0213,P00278,636.74,EUR,16,0.5
SHOP0175,P00889,692.14,TRY,327,1.4
SHOP0422,P00635,286.62,EUR,286,3.8
SHOP0354,P00989,886.53,EUR,240,3.3
SHOP0092,P00551,478.58,TRY,31,4.1
SHOP0390,P00889,186.99,TRY,358,5.0
SHOP0157,P00360,247.7,USD,275,0.9
SHOP0285,P00725,574.29,TRY,22,2.1
SHOP0023,P00323,395.44,TRY,215,1.3
SHOP0168,P00156,871.59,USD,292,4.9
SHOP0489,P00044,220.92,GBP,205,0.4
SHOP0032,P00824,643.98,GBP,151,4.1
SHOP0429,P00670,140.78,EUR,362,4.4
SHOP0137,P00645,892.42,USD,3,2.0
SHOP0058,P00298,399.65,USD,369,2.2
SHOP0487,P00603,75.92,GBP,93,2.3
SHOP0430,P00258,56.22,GBP,113,2.4
SHOP0275,P00956,245.22,TRY,489,3.6
SHOP0042,P00738,808.7,USD,259,3.6
SHOP0310,P00032,865.32,EUR,339,2.7
SHOP0431,P00481,74.12,GBP,263,3.9
SHOP0090,P00023,135.57,GBP,36,4.1
SHOP0211,P00006,10.94,TRY,256,2.4
SHOP0032,P00358,863.05,EUR,293,4.6
SHOP0424,P00715,809.01,EUR,59,4.1
SHOP0206,P00307,576.35,EUR,420,3.5
SHOP0308,P00036,987.43,EUR,232,2.1
SHOP0094,P00492,567.0,GBP,451,4.0
SHOP0145,P00399,100.61,TRY,497,1.5
SHOP0068,P00466,672.89,USD,16,0.1
SHOP0437,P00767,864.18,TRY,221,0.5
SHOP0407,P00095,701.9,TRY,358,2.0
SHOP0243,P00166,941.57,USD,350,2.2
SHOP0038,P00111,703.14,GBP,476,3.7
SHOP0248,P00119,227.46,USD,351,3.4
SHOP0007,P00327,537.95,TRY,418,3.4
SHOP0475,P00145,244.49,EUR,132,0.6
SHOP0335,P00648,913.47,GBP,213,0.3
SHOP0350,P00804,499.72,EUR,128,1.7
SHOP0373,P00125,27.78,USD,12,4.5
SHOP0450,P00687,944.31,GBP,456,1.5
SHOP0358,P00300,77.64,EUR,414,2.1
SHOP0182,P00140,75.95,GBP,336,2.1
SHOP0187,P00408,406.22,USD,333,3.7
SHOP0247,P00507,994.6,GBP,178,4.2
SHOP0344,P00268,933.44,USD,307,4.2
SHOP0375,P00683,222.55,EUR,181,3.6
SHOP0488,P00571,848.95,USD,101,1.7
SHOP0327,P00325,733.9,TRY,86,2.7
SHOP0246,P00400,790.32,EUR,156,3.6
SHOP0054,P00757,698.51,GBP,142,1.5
SHOP0458,P00995,228.41,USD,245,4.8
SHOP0011,P00041,200.59,USD,393,1.6
SHOP0319,P00231,641.59,EUR,447,1.9
SHOP0185,P00495,658.57,EUR,275,1.6
SHOP0004,P00136,36.27,GBP,61,3.2
SHOP0492,P00284,828.67,GBP,207,3.5
SHOP0073,P00020,602.52,GBP,222,0.2
SHOP0212,P00538,885.72,TRY,421,0.1
SHOP0240,P00468,656.36,EUR,307,4.6
SHOP0471,P00769,935.11,EUR,373,4.6
SHOP0291,P00723,888.89,TRY,367,0.1
SHOP0113,P00851,420.26,USD,108,1.2
SHOP0383,P00472,462.55,GBP,195,0.4
SHOP0193,P00905,302.74,USD,407,0.4
SHOP0253,P00884,87.24,EUR,141,0.2
SHOP0370,P00120,684.7,GBP,407,1.7
SHOP0489,P00163,70.58,USD,99,3.4
SHOP0408,P00937,372.58,GBP,490,0.6
SHOP0442,P00965,658.99,GBP,432,0.2
SHOP0453,P00774,114.26,GBP,389,1.7
SHOP0415,P00530,683.48,USD,257,1.5
SHOP0125,P00559,470.67,GBP,380,0.8
SHOP0155,P00271,171.27,GBP,343,1.0
SHOP0058,P00511,7.66,EUR,109,4.8
SHOP0461,P00197,230.21,USD,240,2.6
SHOP0055,P00687,596.3,GBP,179,4.7
SHOP0329,P00939,441.36,USD,204,0.9
SHOP0143,P00986,550.61,USD,110,1.3
SHOP0280,P00918,300.8,EUR,320,3.4
SHOP0368,P00980,412.8,EUR,63,4.5
SHOP0471,P00389,617.58,USD,200,4.9
SHOP0128,P00887,104.17,EUR,21,0.0
SHOP0082,P00836,598.16,EUR,278,2.7
SHOP0177,P00212,848.25,USD,446,0.0
SHOP0454,P00779,868.98,TRY,221,2.3
SHOP0104,P00745,125.31,TRY,24,3.5
SHOP0414,P00344,102.74,EUR,434,3.3
SHOP0090,P00668,796.26,USD,52,3.3
SHOP0067,P00480,855.56,TRY,325,4.1
SHOP0045,P00290,636.18,EUR,377,4.4
SHOP0027,P00987,666.07,EUR,64,4.7
SHOP0494,P00899,336.94,TRY,403,1.0
SHOP0234,P00163,418.58,TRY,209,1.6
SHOP0204,P00890,561.97,GBP,429,2.6
SHOP0093,P00681,56.22,EUR,110,0.4
SHOP0391,P00688,947.2,TRY,330,4.3
SHOP0117,P00068,850.97,USD,100,3.3
SHOP0422,P00076,418.68,TRY,377,3.9
SHOP0397,P00190,274.37,EUR,451,2.9
SHOP0247,P00175,8.94,USD,233,0.9
SHOP0399,P00759,17.53,USD,34,2.6
SHOP0269,P00778,605.9,USD,1,4.3
SHOP0141,P00602,244.81,GBP,204,2.4
SHOP0196,P00610,363.58,USD,118,3.8
SHOP0178,P00824,914.47,TRY,0,1.3
SHOP0328,P00085,818.43,USD,34,1.1
SHOP0255,P00388,516.37,USD,326,2.0
SHOP0455,P00960,465.83,TRY,377,4.9
SHOP0081,P00160,851.55,USD,238,1.1
SHOP0349,P00160,991.57,USD,226,0.3
SHOP0424,P00892,193.79,GBP,1,1.5
SHOP0456,P00551,553.72,GBP,187,3.3
SHOP0252,P00944,919.87,EUR,439,3.8
SHOP0479,P00840,293.83,GBP,135,3.9
SHOP0418,P00913,842.49,TRY,72,0.6
SHOP0442,P00752,766.3,GBP,105,4.1
SHOP0060,P00576,821.8,GBP,38,3.8
SHOP0173,P00050,943.34,TRY,19,1.0
SHOP0410,P00203,997.4,EUR,29,5.0
SHOP0020,P00585,687.27,EUR,112,3.4
SHOP0370,P00313,864.65,TRY,424,1.8
SHOP0224,P00978,541.49,EUR,345,3.4
SHOP0364,P00002,607.69,GBP,452,3.5
SHOP0291,P00934,704.65,EUR,150,1.6
SHOP0360,P00249,672.87,USD,56,4.7
SHOP0336,P00282,121.58,EUR,185,2.1
SHOP0346,P00287,145.49,EUR,277,3.8
SHOP0113,P00198,629.87,GBP,286,3.7
SHOP0188,P00911,568.22,GBP,169,1.4
SHOP0483,P00701,652.1,GBP,214,1.4
SHOP0470,P00243,925.71,GBP,193,4.4
SHOP0089,P00418,640.31,GBP,100,3.2
SHOP0103,P00943,871.8,TRY,63,4.2
SHOP0283,P00924,396.9,EUR,228,2.0
SHOP0163,P00246,884.92,EUR,116,0.3
SHOP0114,P00350,817.27,TRY,131,3.6
SHOP0480,P00700,115.95,EUR,208,2.5
SHOP0185,P00310,356.68,GBP,430,0.2
SHOP0242,P00434,65.14,GBP,64,1.7
SHOP0469,P00301,721.3,GBP,187,0.5
SHOP0405,P00603,717.26,USD,205,0.3
SHOP0289,P00183,682.79,GBP,90,4.6
SHOP0276,P00688,686.64,GBP,457,3.5
SHOP0002,P00409,827.69,TRY,40,4.6
SHOP0339,P00389,702.07,EUR,347,3.6
SHOP0457,P00552,239.76,TRY,25,3.9
SHOP0314,P00735,134.47,USD,62,1.4
SHOP0265,P00862,338.24,GBP,425,3.0
SHOP0161,P00359,201.43,USD,8,4.3
SHOP0470,P00602,46.46,GBP,3,4.7
SHOP0118,P00541,690.49,EUR,290,3.3
SHOP0132,P00174,610.07,USD,127,0.9
SHOP0356,P00336,289.95,USD,257,2.6
SHOP0159,P00869,254.38,USD,471,2.0
SHOP0018,P00206,135.08,TRY,321,0.7
SHOP0150,P00318,257.32,TRY,75,4.3
SHOP0440,P00830,413.33,USD,90,4.9
SHOP0203,P00493,643.73,TRY,23,2.9
SHOP0265,P00039,397.88,USD,221,3.9
SHOP0482,P00332,913.41,GBP,167,0.2
SHOP0305,P00805,852.51,GBP,52,1.7
SHOP0426,P00284,120.56,GBP,55,1.0
SHOP0007,P00222,416.71,GBP,50,0.1
SHOP0043,P00883,179.92,GBP,342,4.9
SHOP0234,P00046,75.47,TRY,494,4.2
SHOP0334,P00397,350.64,TRY,136,3.6
SHOP0132,P00474,757.53,TRY,241,4.3
SHOP0109,P00591,852.45,USD,133,3.9
SHOP0279,P00411,149.3,TRY,132,3.9
SHOP0192,P00659,150.43,GBP,304,4.0
SHOP0132,P00903,973.6,TRY,464,4.7
SHOP0074,P00588,744.13,GBP,86,0.6
SHOP0168,P00851,549.23,USD,221,4.1
SHOP0231,P00945,139.59,TRY,82,4.5
SHOP0145,P00247,609.35,USD,155,3.4
SHOP0022,P00785,379.85,GBP,149,4.7
SHOP0402,P00350,128.23,TRY,398,4.1
SHOP0133,P00916,757.06,GBP,464,4.6
SHOP0319,P00707,763.33,TRY,433,3.3
SHOP0203,P00322,484.74,EUR,157,1.9
SHOP0325,P00282,955.06,TRY,367,1.3
SHOP0494,P00112,197.98,TRY,483,1.1
SHOP0199,P00078,284.04,USD,221,4.3
SHOP0181,P00147,472.5,GBP,164,4.1
SHOP0464,P00105,463.31,TRY,323,1.4
SHOP0048,P00943,603.52,GBP,411,3.6
SHOP0312,P00338,521.31,TRY,240,3.3
SHOP0149,P00262,505.84,GBP,229,4.4
SHOP0062,P00875,39.92,TRY,199,4.0
SHOP0486,P00199,839.22,EUR,402,1.0
SHOP0219,P00457,612.61,GBP,105,3.3
SHOP0227,P00932,507.88,GBP,359,0.0
SHOP0292,P00584,788.35,GBP,321,4.3
SHOP0307,P00221,601.82,USD,473,5.0
SHOP0201,P00360,166.13,USD,490,4.5
SHOP0069,P00526,61.5,GBP,283,1.2
SHOP0122,P00362,219.7,TRY,421,3.1
SHOP0273,P00933,958.68,USD,436,1.3
SHOP0120,P00519,485.09,TRY,356,2.1
SHOP0355,P00227,409.84,EUR,157,1.1
SHOP0317,P00216,885.68,TRY,469,2.2
SHOP0009,P00350,154.43,EUR,492,4.6
SHOP0418,P00253,615.83,TRY,39,0.1
SHOP0337,P00732,986.21,EUR,156,2.0
SHOP0256,P00087,825.42,TRY,222,0.1
SHOP0056,P00822,467.49,USD,83,1.2
SHOP0379,P00671,164.37,USD,196,0.4
SHOP0233,P00850,826.06,GBP,374,1.3
SHOP0161,P00138,333.01,USD,187,3.3
SHOP0134,P00496,621.72,EUR,124,2.9
SHOP0024,P00900,644.98,EUR,105,3.9
SHOP0020,P00155,861.66,GBP,138,0.7
SHOP0032,P00438,387.19,EUR,310,3.6
SHOP0429,P00117,173.36,USD,284,0.8
SHOP0015,P00474,641.96,GBP,225,0.2
SHOP0275,P00076,20.29,EUR,468,2.6
SHOP0009,P00433,431.81,GBP,146,1.3
SHOP0075,P00576,729.47,GBP,177,3.6
SHOP0109,P00647,430.6,GBP,305,3.3
SHOP0155,P00865,795.02,USD,462,4.4
SHOP0353,P00856,367.58,USD,34,4.8
SHOP0165,P00211,642.32,USD,112,2.3
SHOP0320,P00519,834.83,USD,59,4.2
SHOP0356,P00693,926.95,USD,302,4.3
SHOP0489,P00749,325.34,USD,32,0.3
SHOP0117,P00467,944.58,TRY,316,3.7
SHOP0036,P00267,936.72,EUR,328,1.8
SHOP0310,P00377,914.53,EUR,28,0.4
SHOP0334,P00915,868.12,EUR,235,1.2
SHOP0313,P00850,774.9,TRY,160,3.5
SHOP0310,P00758,899.95,USD,293,0.0
SHOP0205,P00425,944.38,EUR,23,1.9
SHOP0347,P00584,8.17,TRY,385,1.3
SHOP0477,P00717,789.36,USD,372,0.5
SHOP0480,P00466,364.54,TRY,93,4.7
SHOP0309,P00356,10.34,EUR,100,4.8
SHOP0267,P00897,529.97,EUR,116,3.9
SHOP0198,P00271,496.51,EUR,201,3.2
SHOP0366,P00759,52.34,EUR,344,3.4
SHOP0023,P00380,673.67,TRY,384,0.3
SHOP0366,P00391,139.4,GBP,298,4.6
SHOP0459,P00546,932.4,USD,245,2.8
SHOP0343,P00612,191.83,USD,137,1.4
SHOP0077,P00373,135.88,USD,362,0.8
SHOP0469,P00030,824.27,TRY,442,3.2
SHOP0352,P00270,402.46,USD,223,4.9
SHOP0385,P00906,595.44,TRY,232,4.5
SHOP0199,P00388,342.41,TRY,334,3.5
SHOP0457,P00010,796.68,TRY,234,1.6
SHOP0004,P00204,677.28,TRY,341,3.8
SHOP0196,P00372,986.18,USD,104,3.3
SHOP0243,P00052,672.99,GBP,261,0.6
SHOP0242,P00098,111.11,USD,432,3.9
SHOP0299,P00706,962.81,USD,47,4.4
SHOP0419,P00467,409.47,EUR,61,1.3
SHOP0325,P00866,816.47,TRY,455,4.8
SHOP0312,P00306,47.62,EUR,317,0.2
SHOP0475,P00322,169.83,EUR,412,0.2
SHOP0264,P00913,71.38,EUR,207,3.1
SHOP0174,P00023,145.66,EUR,338,1.3
SHOP0196,P00563,190.67,TRY,99,3.2
SHOP0212,P00055,386.66,TRY,252,0.8
SHOP0431,P00074,44.57,USD,79,1.3
SHOP0201,P00383,830.17,USD,80,1.3
SHOP0365,P00410,469.39,TRY,66,0.1
SHOP0079,P00107,365.56,EUR,317,4.9
SHOP0491,P00609,97.95,EUR,249,2.9
SHOP0356,P00419,151.84,TRY,497,3.6
SHOP0371,P00081,172.38,USD,424,2.6
SHOP0032,P00606,605.05,USD,125,0.3
SHOP0047,P00908,786.65,USD,455,4.6
SHOP0475,P00861,541.81,GBP,102,3.4
SHOP0401,P00981,419.38,GBP,26,1.9
SHOP0220,P00524,436.42,EUR,367,1.5
SHOP0394,P00892,993.1,GBP,340,2.3
SHOP0245,P00874,312.96,EUR,232,0.9
SHOP0286,P00633,96.98,TRY,173,0.8
SHOP0265,P00652,955.75,TRY,454,0.8
SHOP0103,P00319,754.71,TRY,135,4.6
SHOP0261,P00026,848.54,TRY,1,4.8
SHOP0338,P00023,356.59,GBP,389,3.9
SHOP0177,P00972,939.51,GBP,132,2.5
SHOP0252,P00162,949.93,EUR,149,2.1
SHOP0338,P00421,438.33,GBP,13,1.8
SHOP0376,P00951,511.21,GBP,37,1.5
SHOP0294,P00419,554.07,USD,361,3.3
SHOP0104,P00215,951.48,EUR,59,2.9
SHOP0222,P00176,350.04,GBP,116,3.5
SHOP0297,P00666,268.78,GBP,70,0.3
SHOP0379,P00223,167.49,USD,433,1.4
SHOP0175,P00118,801.94,EUR,42,3.2
SHOP0346,P00542,113.83,USD,392,1.3
SHOP0179,P00832,76.08,EUR,461,1.2
SHOP0149,P00999,897.45,EUR,500,1.6
SHOP0194,P00050,482.07,GBP,15,4.7
SHOP0222,P00607,264.04,EUR,361,3.9
SHOP0358,P00519,153.93,TRY,95,2.2
SHOP0210,P00981,596.75,TRY,286,0.9
SHOP0267,P00106,776.7,TRY,411,4.3
SHOP0008,P00707,675.2,TRY,297,1.1
SHOP0187,P00271,41.66,GBP,3,4.1
SHOP0039,P00755,457.93,USD,305,4.3
SHOP0123,P00174,691.6,GBP,356,4.1
SHOP0402,P00135,12.44,USD,379,0.2
SHOP0264,P00374,630.15,EUR,235,1.5
SHOP0396,P00718,795.72,USD,18,1.2
SHOP0138,P00292,17.46,EUR,139,0.1
SHOP0082,P00808,383.24,TRY,235,2.9
SHOP0157,P00104,289.13,EUR,12,4.8
SHOP0461,P00698,804.81,EUR,119,0.9
SHOP0424,P00339,840.83,GBP,282,3.0
SHOP0292,P00060,712.67,GBP,23,1.6
SHOP0399,P00704,484.08,EUR,131,4.4
SHOP0339,P00355,193.54,USD,299,0.7
SHOP0465,P00556,948.83,EUR,386,0.4
SHOP0237,P00611,433.48,USD,45,0.5
SHOP0043,P00876,45.87,USD,302,0.9
SHOP0400,P00655,699.53,EUR,179,4.4
SHOP0349,P00982,343.05,EUR,341,0.6
SHOP0365,P00870,35.69,TRY,347,2.3
SHOP0331,P00570,627.32,USD,184,4.0
SHOP0024,P00674,714.87,USD,261,0.7
SHOP0395,P00671,577.16,USD,416,0.1
SHOP0411,P00102,231.84,EUR,300,4.8
SHOP0457,P00237,953.69,USD,224,2.1
SHOP0282,P00577,30.83,GBP,481,4.2
SHOP0447,P00140,52.99,EUR,250,2.2
